# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 278         6.259       52.435      3.60        Heino       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   TG,   TN,   TX,   RH
  278,20160204,   37,   21,   45,   53
  278,20160205,   78,   33,  104,   11
  278,20160206,   97,   90,  112,    0
  278,20160207,   89,   66,  112,    1
  278,20160208,   81,   62,  101,  136
  278,20160209,   53,   25,   75,  149
  278,20160210,   42,   19,   79,   26
  278,20160211,   31,   -4,   80,   28
  278,20160212,   13,  -19,   65,    0
  278,20160213,    8,  -34,   39,    5
  278,20160214,    9,    4,   20,  193
  278,20160215,   10,  -39,   49,    2
  278,20160216,  -12,  -56,   50,    0
  278,20160217,  -20,  -67,   34,    0
  278,20160218,   15,  -48,   45,    1
  278,20160219,   30,   15,   63,    4
  278,20160220,   74,   43,  106,   93
  278,20160221,  100,   75,  123,   53
  278,20160222,   64,   23,  109,   46
  278,20160223,   33,    0,   82,   -1
  278,20160224,   13,  -25,   63,    1
  278,20160225,    8,  -34,   64,   -1
  278,20160226,    6,  -26,   52,   -1
  278,20160227,    9,  -34,   61,    0
  278,20160228,   14,  -40,   66,    0
  278,20160229,    5,  -49,   65,    0
  278,20160301,    7,  -64,   66,   43
  278,20160302,   54,   29,   81,   64
  278,20160303,   27,   -7,   73,   62
  278,20160304,   13,   -8,   38,   69
  278,20160305,    3,  -41,   72,    0
  278,20160306,   10,  -48,   79,    0
  278,20160307,   20,  -27,   75,    4
  278,20160308,   27,  -28,   76,   18
  278,20160309,   32,   -6,   87,    0
  278,20160310,   26,  -21,   78,    0
  278,20160311,   12,  -43,   45,    0
  278,20160312,   14,  -42,   84,    0
  278,20160313,   26,  -35,   76,    0
  278,20160314,   32,  -26,  100,    0
  278,20160315,   43,  -19,   84,    0
  278,20160316,   38,   -9,   93,    0
  278,20160317,   50,  -22,  121,    0
  278,20160318,   51,   20,   66,    0
  278,20160319,   59,   49,   73,    0
  278,20160320,   63,   44,   82,   26
  278,20160321,   70,   54,   88,    0
  278,20160322,   74,   45,  104,    0
  278,20160323,   73,   57,  107,    7
  278,20160324,   73,   51,  101,    4
  278,20160325,   71,   11,  103,   47
  278,20160326,   93,   -7,  156,    0
  278,20160327,   96,   65,  131,   81
  278,20160328,   93,   70,  130,   14
  278,20160329,   71,   49,  111,   79
  278,20160330,   78,   37,  129,   12
  278,20160331,   67,   13,  114,    0
  278,20160401,   69,    0,  135,    0
  278,20160402,  101,   55,  143,    0
  278,20160403,  147,  107,  198,    0
  278,20160404,  129,   52,  166,    5
  278,20160405,   92,   55,  131,   16
  278,20160406,   82,   50,  119,   24
  278,20160407,   68,   47,  100,    3
  278,20160408,   68,   12,  113,   36
  278,20160409,   79,   -6,  152,    0
  278,20160410,  100,   54,  161,    1
  278,20160411,  112,   57,  167,    0
  278,20160412,  120,   65,  178,   88
  278,20160413,   83,   14,  149,    0
  278,20160414,   91,   17,  155,    1
  278,20160415,   98,   56,  130,   82
  278,20160416,   90,   43,  135,   14
  278,20160417,   55,    2,  108,   25
  278,20160418,   77,    1,  125,    1
  278,20160419,   86,   10,  133,    0
  278,20160420,   69,  -14,  135,    0
  278,20160421,   82,    1,  152,    0
  278,20160422,   76,   12,  128,    0
  278,20160423,   49,   11,   94,   36
  278,20160424,   35,    5,   91,   25
  278,20160425,   39,    5,   92,   48
  278,20160426,   38,    5,   90,   90
  278,20160427,   55,   11,  106,   11
  278,20160428,   48,   11,   99,   20
  278,20160429,   68,   32,  101,   63
  278,20160430,   75,   19,  118,    0
  278,20160501,   74,   -3,  145,    0
  278,20160502,  118,    1,  192,    8
  278,20160503,   91,   14,  136,   23
  278,20160504,   85,   -4,  162,    0
  278,20160505,  115,    6,  190,    0
  278,20160506,  161,   58,  244,    0
  278,20160507,  186,   90,  260,    0
  278,20160508,  184,   86,  250,    0
  278,20160509,  185,  111,  246,    0
  278,20160510,  185,  131,  235,    0
  278,20160511,  189,  136,  251,    0
  278,20160512,  193,  135,  251,    0
  278,20160513,  145,   71,  224,    0
  278,20160514,   79,   36,  121,   17
  278,20160515,   77,   37,  121,   20
  278,20160516,   85,   22,  128,   10
  278,20160517,  122,   81,  180,    0
  278,20160518,  135,   69,  191,   10
  278,20160519,  135,   66,  196,    0
  278,20160520,  138,  107,  177,   11
  278,20160521,  180,  108,  236,    1
  278,20160522,  166,  139,  198,   56
  278,20160523,  120,  103,  141,  127
  278,20160524,  103,   97,  115,    0
  278,20160525,  119,   73,  153,    4
  278,20160526,  134,   61,  193,    0
  278,20160527,  154,   91,  201,    0
  278,20160528,  175,  109,  239,    7
  278,20160529,  171,  133,  212,   26
  278,20160530,  183,  152,  248,   37
  278,20160531,  183,  135,  234,    0
  278,20160601,  202,  160,  251,    0
  278,20160602,  172,  146,  215,    0
  278,20160603,  181,  142,  246,  100
  278,20160604,  209,  134,  276,    4
  278,20160605,  200,  120,  265,    0
  278,20160606,  181,  115,  259,    0
  278,20160607,  194,  127,  270,    0
  278,20160608,  145,  108,  203,    0
  278,20160609,  142,   78,  201,    0
  278,20160610,  150,   86,  209,    0
  278,20160611,  160,  115,  213,    0
  278,20160612,  164,  134,  217,  188
  278,20160613,  161,  136,  209,   21
  278,20160614,  152,  122,  190,   40
  278,20160615,  145,  122,  195,   26
  278,20160616,  158,   90,  218,    7
  278,20160617,  159,  132,  201,   39
  278,20160618,  147,  104,  186,   32
  278,20160619,  145,  115,  186,    0
  278,20160620,  152,  128,  177,  136
  278,20160621,  181,  147,  213,   28
  278,20160622,  199,  151,  247,    0
  278,20160623,  235,  190,  299,   69
  278,20160624,  201,  148,  233,    1
  278,20160625,  160,  121,  189,   26
  278,20160626,  147,  110,  196,   41
  278,20160627,  144,   90,  181,   15
  278,20160628,  166,   77,  218,   26
  278,20160629,  158,  132,  202,   20
  278,20160630,  164,  137,  193,   41
  278,20160701,  173,  153,  208,   27
  278,20160702,  145,  115,  183,   92
  278,20160703,  141,  103,  190,   19
  278,20160704,  173,   98,  229,    0
  278,20160705,  153,  119,  190,   18
  278,20160706,  145,   91,  191,    0
  278,20160707,  163,   75,  223,    0
  278,20160708,  169,  144,  195,   25
  278,20160709,  186,  134,  226,    3
  278,20160710,  219,  164,  280,    0
  278,20160711,  187,  162,  222,    0
  278,20160712,  164,  140,  207,   82
  278,20160713,  142,   98,  176,   31
  278,20160714,  139,   89,  185,    4
  278,20160715,  160,  117,  206,    0
  278,20160716,  184,  146,  221,   16
  278,20160717,  189,  128,  226,    9
  278,20160718,  190,  116,  247,    0
  278,20160719,  209,   96,  294,    0
  278,20160720,  247,  158,  334,    0
  278,20160721,  217,  148,  270,    0
  278,20160722,  198,  166,  247,  148
  278,20160723,  204,  165,  257,    0
  278,20160724,  207,  164,  264,    1
  278,20160725,  184,  121,  234,    1
  278,20160726,  181,  104,  240,    0
  278,20160727,  182,  148,  228,   23
  278,20160728,  181,  140,  226,    9
  278,20160729,  183,  139,  228,    2
  278,20160730,  177,  152,  224,   51
  278,20160731,  161,  119,  200,    1
  278,20160801,  152,  110,  205,    5
  278,20160802,  164,  124,  181,   32
  278,20160803,  189,  173,  211,    2
  278,20160804,  174,  147,  206,    0
  278,20160805,  169,  126,  216,    7
  278,20160806,  156,   95,  215,   85
  278,20160807,  183,  108,  222,    0
  278,20160808,  170,  114,  207,   -1
  278,20160809,  134,  107,  180,  107
  278,20160810,  124,   72,  171,   43
  278,20160811,  129,   81,  158,  113
  278,20160812,  182,  158,  220,   13
  278,20160813,  173,  147,  207,    1
  278,20160814,  158,   89,  211,    0
  278,20160815,  151,   71,  218,    0
  278,20160816,  150,   77,  206,    0
  278,20160817,  156,   74,  230,    0
  278,20160818,  166,   90,  236,    0
  278,20160819,  182,   80,  249,    8
  278,20160820,  180,  130,  231,    7
  278,20160821,  163,  139,  197,   62
  278,20160822,  170,  145,  216,   21
  278,20160823,  205,  158,  272,    0
  278,20160824,  225,  144,  309,    0
  278,20160825,  233,  154,  318,    0
  278,20160826,  216,  165,  265,    0
  278,20160827,  210,  149,  264,   27
  278,20160828,  205,  160,  254,   15
  278,20160829,  166,   89,  217,    4
  278,20160830,  152,   71,  235,    0
  278,20160831,  171,   83,  263,    0
  278,20160901,  158,   90,  224,   -1
  278,20160902,  164,   84,  220,   12
  278,20160903,  181,  139,  228,   14
  278,20160904,  174,  153,  210,  101
  278,20160905,  175,  116,  226,   11
  278,20160906,  176,  101,  257,    0
  278,20160907,  179,  105,  267,    0
  278,20160908,  195,  113,  272,    0
  278,20160909,  168,  100,  235,    0
  278,20160910,  177,   95,  259,    0
  278,20160911,  171,  123,  209,    5
  278,20160912,  202,  114,  292,    0
  278,20160913,  224,  142,  322,    0
  278,20160914,  221,  155,  313,    0
  278,20160915,  212,  153,  286,    0
  278,20160916,  175,  148,  216,   33
  278,20160917,  163,  104,  202,    0
  278,20160918,  162,  118,  202,    0
  278,20160919,  129,   59,  198,    0
  278,20160920,  128,   44,  183,    0
  278,20160921,  138,   66,  205,    0
  278,20160922,  137,   48,  214,    0
  278,20160923,  134,   57,  217,    0
  278,20160924,  148,   54,  233,    0
  278,20160925,  174,  123,  255,    0
  278,20160926,  135,   63,  211,    0
  278,20160927,  139,   43,  216,    0
  278,20160928,  187,  164,  229,    0
  278,20160929,  161,  130,  183,   52
  278,20160930,  134,   92,  174,    5
  278,20161001,  134,  103,  177,    3
  278,20161002,  115,   82,  152,   20
  278,20161003,  130,   68,  181,   -1
  278,20161004,  122,   64,  173,    0
  278,20161005,   88,   39,  142,    0
  278,20161006,   93,   41,  125,    0
  278,20161007,  118,   97,  150,    0
  278,20161008,   96,   20,  139,   -1
  278,20161009,   53,  -10,  133,    4
  278,20161010,   57,    7,  114,    0
  278,20161011,   78,   -4,  123,    5
  278,20161012,   87,   70,  100,    0
  278,20161013,   85,   68,  107,    0
  278,20161014,   92,   68,  128,    8
  278,20161015,   99,   70,  134,   10
  278,20161016,  120,   72,  189,   -1
  278,20161017,  120,   84,  177,    0
  278,20161018,   99,   76,  136,  136
  278,20161019,   79,   63,  112,  323
  278,20161020,   76,   52,  108,   35
  278,20161021,   77,   32,  114,   31
  278,20161022,   66,   11,  109,    0
  278,20161023,   42,   -9,  115,    0
  278,20161024,   64,   24,   82,    0
  278,20161025,   74,   26,  110,    0
  278,20161026,   94,   53,  130,    0
  278,20161027,  115,   95,  139,    0
  278,20161028,  120,   58,  143,    3
  278,20161029,   78,   38,  141,    0
  278,20161030,  101,   42,  149,    0
  278,20161031,   96,   53,  159,    0
  278,20161101,   88,   37,  139,    6
  278,20161102,   67,   28,  102,   46
  278,20161103,   75,   26,  114,   -1
  278,20161104,   74,   63,   96,    5
  278,20161105,   64,   47,  101,   47
  278,20161106,   66,   44,   93,    6
  278,20161107,   41,   -2,   64,   64
  278,20161108,    8,  -34,   36,   26
  278,20161109,   30,    0,   46,    9
  278,20161110,   36,   26,   46,   28
  278,20161111,   17,  -43,   55,    1
  278,20161112,   11,  -32,   47,    0
  278,20161113,   14,  -31,   40,    7
  278,20161114,   19,  -40,   59,   28
  278,20161115,  100,   59,  126,   52
  278,20161116,  117,   90,  142,   37
  278,20161117,   91,   70,  111,  118
  278,20161118,   60,   31,   82,   20
  278,20161119,   53,   33,   76,    5
  278,20161120,   85,   45,  133,   36
  278,20161121,  120,   77,  143,   10
  278,20161122,  113,   67,  133,    0
  278,20161123,   74,   27,  114,    0
  278,20161124,   58,   20,   82,    0
  278,20161125,   19,  -18,   66,    0
  278,20161126,   -7,  -22,   35,    0
  278,20161127,   54,  -19,   98,    0
  278,20161128,  -14,  -57,   40,    0
  278,20161129,  -39,  -75,   29,    0
  278,20161130,   22,  -62,   62,    0
  278,20161201,   79,   53,   97,    0
  278,20161202,   53,  -26,   93,    1
  278,20161203,    1,  -40,   88,    0
  278,20161204,  -28,  -59,   28,    0
  278,20161205,  -39,  -82,   36,    0
  278,20161206,  -19,  -76,   34,    0
  278,20161207,   53,   11,   86,    0
  278,20161208,   81,   67,  103,    6
  278,20161209,   94,   80,  103,    2
  278,20161210,   77,   67,   94,   58
  278,20161211,   79,   52,   97,   35
  278,20161212,   63,   43,   77,    0
  278,20161213,   60,   28,   69,    0
  278,20161214,   79,   69,   86,   18
  278,20161215,   64,   29,   79,    0
  278,20161216,   29,  -13,   63,    0
  278,20161217,   53,   20,   71,   -1
  278,20161218,   58,   19,   83,    0
  278,20161219,   30,  -20,   71,    0
  278,20161220,  -10,  -44,    6,    0
  278,20161221,   32,  -10,   67,   56
  278,20161222,   56,   44,   73,   15
  278,20161223,   57,   42,   77,   11
  278,20161224,   77,   56,   96,    3
  278,20161225,  101,   84,  122,    7
  278,20161226,   81,   53,  124,    7
  278,20161227,   61,   31,   88,   12
  278,20161228,   24,    0,   58,    0
  278,20161229,   -9,  -49,   42,    0
  278,20161230,   -9,  -49,   32,    0
  278,20161231,   15,   -4,   26,    0
  278,20170101,   10,    1,   24,   24
  278,20170102,   22,    5,   55,   -1
  278,20170103,   44,    5,   71,    5
  278,20170104,   44,  -12,   74,   30
  278,20170105,  -15,  -75,   24,    0
  278,20170106,  -40,  -83,  -10,    0
  278,20170107,   -4,  -26,   34,   19
  278,20170108,   34,   21,   60,    0
  278,20170109,   40,   23,   53,   16
  278,20170110,   49,   24,   65,   31
  278,20170111,   66,   51,   96,   12
  278,20170112,   45,    2,   70,  104
  278,20170113,   23,    2,   45,  127
  278,20170114,   18,    0,   44,   41
  278,20170115,    0,  -37,   38,    0
  278,20170116,  -34,  -57,  -22,    0
  278,20170117,  -38,  -51,  -28,    0
  278,20170118,  -36,  -54,  -19,    0
  278,20170119,  -27,  -59,   20,    0
  278,20170120,  -23,  -67,   28,    0
  278,20170121,    0,  -55,   40,    0
  278,20170122,  -42,  -81,   17,    0
  278,20170123,  -13,  -81,   20,    0
  278,20170124,    4,   -6,   17,    0
  278,20170125,  -24,  -59,    5,    0
  278,20170126,  -34,  -77,   13,    0
  278,20170127,    3,  -68,   67,    0
  278,20170128,   57,   26,   88,    0
  278,20170129,   46,   30,   61,   16
  278,20170130,   43,   27,   70,   88
  278,20170131,   29,    4,   37,    0
  278,20170201,   34,   11,   51,    6
  278,20170202,   84,   51,  127,    1
  278,20170203,   83,   46,  115,    4
  278,20170204,   63,   41,   84,   34
  278,20170205,   52,   10,   79,   19
  278,20170206,   36,   12,   70,    0
  278,20170207,    6,   -4,   24,   11
  278,20170208,  -10,  -18,   -4,    1
  278,20170209,  -24,  -40,  -17,    0
  278,20170210,  -25,  -44,  -15,    0
  278,20170211,   -3,  -16,    8,   10
  278,20170212,   -2,  -14,   14,   12
  278,20170213,    9,  -24,   49,    0
  278,20170214,   10,  -38,   83,    0
  278,20170215,   60,  -39,  138,    0
  278,20170216,   61,   44,   88,    0
  278,20170217,   63,   43,   77,   22
  278,20170218,   57,   34,  101,    0
  278,20170219,   57,   32,   79,   15
  278,20170220,   91,   65,  108,   37
  278,20170221,   86,   62,  106,    4
  278,20170222,   89,   71,  109,  141
  278,20170223,   74,   37,  103,  194
  278,20170224,   41,   -2,   85,   -1
  278,20170225,   49,    6,   81,    3
  278,20170226,   84,   63,  105,   17
  278,20170227,   92,   58,  121,   60
  278,20170228,   47,   24,   72,   10
  278,20170301,   57,   22,   91,   14
  278,20170302,   53,   39,   75,  100
  278,20170303,   61,   16,   91,   14
  278,20170304,   92,   30,  140,  100
  278,20170305,   73,   53,  112,   18
  278,20170306,   62,   36,   87,    0
  278,20170307,   56,   28,   89,   13
  278,20170308,   58,   34,   91,  108
  278,20170309,   71,   35,  112,    3
  278,20170310,   60,   14,  113,    0
  278,20170311,   68,    1,  128,    0
  278,20170312,   66,   14,  138,    0
  278,20170313,   56,  -12,  123,    0
  278,20170314,   90,   39,  148,    0
  278,20170315,   74,    8,  122,    0
  278,20170316,   84,   -6,  168,    0
  278,20170317,   80,   61,  103,   37
  278,20170318,   87,   65,  103,   56
  278,20170319,  110,   76,  127,   33
  278,20170320,  102,   84,  110,   56
  278,20170321,   70,   27,  101,    0
  278,20170322,   63,   -1,  125,    0
  278,20170323,   73,    9,  131,    0
  278,20170324,   74,   25,  134,    0
  278,20170325,   70,    5,  137,    0
  278,20170326,   66,   11,  122,    0
  278,20170327,   85,  -14,  183,    0
  278,20170328,  107,   -1,  198,    2
  278,20170329,  118,   90,  137,   -1
  278,20170330,  158,  118,  220,    0
  278,20170331,  153,  107,  237,    0
  278,20170401,  121,   91,  168,   10
  278,20170402,  106,   70,  160,    0
  278,20170403,   88,   25,  151,    0
  278,20170404,   91,    6,  165,    0
  278,20170405,   84,   33,  127,    0
  278,20170406,   76,   30,  110,    0
  278,20170407,  102,   65,  151,    0
  278,20170408,   85,   10,  136,    0
  278,20170409,  117,  -10,  214,    0
  278,20170410,   96,   44,  138,    0
  278,20170411,   91,   31,  140,    0
  278,20170412,   93,   74,  116,   40
  278,20170413,   83,   28,  124,    7
  278,20170414,   83,   32,  121,    0
  278,20170415,   88,   49,  115,   19
  278,20170416,   73,   32,  120,   10
  278,20170417,   57,    5,  104,   21
  278,20170418,   44,  -20,  104,    1
  278,20170419,   31,  -39,   93,    0
  278,20170420,   58,  -43,  128,    0
  278,20170421,  104,   71,  146,   13
  278,20170422,   71,   22,  109,    0
  278,20170423,   60,   10,  110,   -1
  278,20170424,   85,   37,  124,   28
  278,20170425,   54,   -4,   97,   27
  278,20170426,   51,   -9,  107,   18
  278,20170427,   53,  -24,  114,    1
  278,20170428,   74,   13,  126,    9
  278,20170429,   70,   10,  134,    2
  278,20170430,  109,    5,  180,    0
  278,20170501,   99,   80,  123,   34
  278,20170502,   99,   73,  141,   24
  278,20170503,  113,   76,  159,    4
  278,20170504,   95,   67,  123,    2
  278,20170505,   82,   69,  101,    3
  278,20170506,  117,   65,  178,    0
  278,20170507,  121,   85,  165,    0
  278,20170508,   94,   26,  152,    0
  278,20170509,   70,   -6,  125,    0
  278,20170510,   72,   -8,  137,    0
  278,20170511,  144,   20,  235,   27
  278,20170512,  160,  109,  206,   -1
  278,20170513,  151,   82,  207,   22
  278,20170514,  137,   61,  217,   25
  278,20170515,  153,   48,  214,    0
  278,20170516,  203,  160,  254,    0
  278,20170517,  228,  131,  291,    0
  278,20170518,  171,  141,  208,    9
  278,20170519,  136,  109,  165,   11
  278,20170520,  124,   62,  178,    4
  278,20170521,  144,   62,  205,    0
  278,20170522,  177,   78,  247,    0
  278,20170523,  158,   82,  228,    0
  278,20170524,  146,   71,  205,    0
  278,20170525,  166,   86,  236,    0
  278,20170526,  192,   83,  275,    0
  278,20170527,  231,  115,  312,    0
  278,20170528,  201,  150,  271,   85
  278,20170529,  218,  140,  307,    8
  278,20170530,  188,  155,  224,    1
  278,20170531,  169,   73,  220,    0
  278,20170601,  153,   50,  234,    0
  278,20170602,  197,   88,  269,    0
  278,20170603,  189,  146,  255,  174
  278,20170604,  154,   86,  205,    1
  278,20170605,  165,   77,  220,    0
  278,20170606,  144,  104,  177,   57
  278,20170607,  137,  114,  169,   18
  278,20170608,  166,  123,  231,   12
  278,20170609,  164,  121,  196,  170
  278,20170610,  175,  107,  228,    0
  278,20170611,  203,  124,  276,    0
  278,20170612,  157,  130,  174,    1
  278,20170613,  156,   91,  202,    0
  278,20170614,  172,   68,  238,    0
  278,20170615,  197,  119,  274,    0
  278,20170616,  156,  109,  184,    0
  278,20170617,  170,  102,  216,    0
  278,20170618,  201,  102,  275,    0
  278,20170619,  237,  137,  308,    0
  278,20170620,  202,  130,  259,    0
  278,20170621,  197,  112,  269,    0
  278,20170622,  231,  164,  321,   28
  278,20170623,  196,  165,  240,    0
  278,20170624,  173,  162,  194,   23
  278,20170625,  167,  153,  190,   49
  278,20170626,  162,   97,  206,    6
  278,20170627,  162,   85,  217,   15
  278,20170628,  174,  139,  232,  433
  278,20170629,  167,  133,  193,   58
  278,20170630,  161,  132,  196,   56
  278,20170701,  163,  131,  211,   66
  278,20170702,  155,   99,  198,    2
  278,20170703,  166,   95,  219,    0
  278,20170704,  175,  133,  215,    0
  278,20170705,  180,  127,  232,    0
  278,20170706,  199,  122,  264,   28
  278,20170707,  208,  158,  258,   43
  278,20170708,  184,  120,  225,    0
  278,20170709,  170,   91,  226,    0
  278,20170710,  191,  144,  254,   15
  278,20170711,  172,  148,  208,   49
  278,20170712,  146,   78,  180,  206
  278,20170713,  148,   72,  195,    0
  278,20170714,  144,   92,  195,  106
  278,20170715,  171,  123,  209,    9
  278,20170716,  181,  160,  221,   17
  278,20170717,  174,  115,  223,    0
  278,20170718,  185,  100,  248,    0
  278,20170719,  228,  156,  297,    2
  278,20170720,  197,  136,  255,  113
  278,20170721,  178,  119,  228,    0
  278,20170722,  211,  167,  264,  114
  278,20170723,  162,  139,  203,   75
  278,20170724,  159,  135,  197,   12
  278,20170725,  164,  141,  192,   19
  278,20170726,  189,  140,  232,   -1
  278,20170727,  179,  128,  214,    6
  278,20170728,  172,  138,  216,    4
  278,20170729,  180,  156,  215,   27
  278,20170730,  186,  132,  243,   36
  278,20170731,  181,  124,  232,    0
  278,20170801,  176,  133,  227,    0
  278,20170802,  180,  135,  231,   19
  278,20170803,  191,  162,  223,   16
  278,20170804,  176,  144,  218,    2
  278,20170805,  158,  117,  202,    1
  278,20170806,  155,  100,  215,   -1
  278,20170807,  168,   82,  237,    0
  278,20170808,  168,  129,  224,   33
  278,20170809,  163,  104,  222,    0
  278,20170810,  161,   98,  211,    0
  278,20170811,  158,  133,  187,   15
  278,20170812,  162,  115,  216,   33
  278,20170813,  154,  106,  216,    0
  278,20170814,  178,   98,  250,    0
  278,20170815,  187,  126,  240,    2
  278,20170816,  172,  104,  233,    0
  278,20170817,  168,  106,  201,   23
  278,20170818,  168,  121,  213,   75
  278,20170819,  150,  121,  194,   54
  278,20170820,  147,  109,  193,   -1
  278,20170821,  147,   69,  213,    0
  278,20170822,  162,  100,  222,    0
  278,20170823,  183,   99,  251,    0
  278,20170824,  179,  117,  227,    0
  278,20170825,  168,  113,  232,    0
  278,20170826,  175,   98,  246,    0
  278,20170827,  163,  107,  236,    0
  278,20170828,  177,   88,  264,    0
  278,20170829,  210,  117,  291,   -1
  278,20170830,  189,  145,  236,  135
  278,20170831,  143,   84,  187,   12
  278,20170901,  140,   75,  200,    0
  278,20170902,  133,   74,  199,    0
  278,20170903,  133,   58,  208,    0
  278,20170904,  154,   70,  223,    0
  278,20170905,  184,  124,  222,    5
  278,20170906,  153,  128,  176,   78
  278,20170907,  154,  128,  192,    9
  278,20170908,  144,  123,  156,  296
  278,20170909,  136,  104,  181,  307
  278,20170910,  140,   93,  185,    2
  278,20170911,  146,  120,  181,   49
  278,20170912,  137,  113,  175,   36
  278,20170913,  138,  109,  167,   86
  278,20170914,  117,  100,  153,   93
  278,20170915,  117,   93,  157,   22
  278,20170916,  111,   72,  146,   29
  278,20170917,  106,   49,  165,   11
  278,20170918,  111,   79,  152,  134
  278,20170919,  112,   84,  172,    0
  278,20170920,  126,   87,  166,    2
  278,20170921,  133,   80,  188,    0
  278,20170922,  129,   62,  194,    3
  278,20170923,  110,   65,  186,    0
  278,20170924,  118,   58,  191,    0
  278,20170925,  141,   88,  181,    0
  278,20170926,  127,   80,  169,    0
  278,20170927,  136,   96,  201,    0
  278,20170928,  147,  103,  186,   47
  278,20170929,  172,  116,  216,   90
  278,20170930,  131,   88,  157,   71
  278,20171001,  137,   81,  179,    0
  278,20171002,  151,  124,  183,    8
  278,20171003,  129,  107,  159,    7
  278,20171004,  125,  103,  144,    7
  278,20171005,  122,   97,  156,  141
  278,20171006,  113,   88,  147,   27
  278,20171007,  116,   98,  135,   90
  278,20171008,  104,   42,  149,   11
  278,20171009,  110,   39,  152,    2
  278,20171010,  139,  122,  150,   12
  278,20171011,  146,  132,  162,    3
  278,20171012,  129,  106,  149,    3
  278,20171013,  148,  101,  193,    0
  278,20171014,  151,   95,  208,    0
  278,20171015,  164,  107,  223,    0
  278,20171016,  183,  135,  234,    0
  278,20171017,  131,   74,  168,    0
  278,20171018,  130,   74,  183,    0
  278,20171019,  154,  104,  206,    0
  278,20171020,  139,  111,  165,   57
  278,20171021,  128,   96,  181,   12
  278,20171022,  108,   93,  133,   86
  278,20171023,  110,   65,  137,    7
  278,20171024,  147,  121,  168,   16
  278,20171025,  137,   83,  166,   -1
  278,20171026,  132,  110,  158,    1
  278,20171027,  110,   86,  141,   11
  278,20171028,  118,   91,  144,   52
  278,20171029,  100,   69,  139,   29
  278,20171030,   77,   44,  116,    0
  278,20171031,   93,   66,  118,   15
  278,20171101,  118,  106,  138,    0
  278,20171102,   87,   32,  138,    1
  278,20171103,   87,   29,  118,    0
  278,20171104,  102,   61,  137,   48
  278,20171105,   75,   31,  111,    3
  278,20171106,   42,   -4,  108,    1
  278,20171107,   26,  -26,   76,    0
  278,20171108,   64,   50,   75,    0
  278,20171109,   78,   54,  106,    6
  278,20171110,   83,   53,  104,   30
  278,20171111,   55,   25,   87,   46
  278,20171112,   50,   24,   68,   24
  278,20171113,   53,    1,   95,   22
  278,20171114,   69,   19,   87,    7
  278,20171115,   90,   85,   97,    5
  278,20171116,   91,   58,   99,   14
  278,20171117,   50,    4,  102,    0
  278,20171118,   60,   36,   90,   44
  278,20171119,   58,   31,   94,   19
  278,20171120,   68,   47,  112,  142
  278,20171121,  111,   98,  122,   54
  278,20171122,  108,   93,  128,    6
  278,20171123,  105,   74,  137,   40
  278,20171124,   62,   30,   90,   30
  278,20171125,   27,  -18,   66,   16
  278,20171126,   35,   14,   60,   78
  278,20171127,   60,   32,   83,   55
  278,20171128,   43,   16,   60,   10
  278,20171129,   18,    2,   30,    0
  278,20171130,   15,   -7,   47,    0
  278,20171201,   -3,  -30,   34,    0
  278,20171202,  -15,  -34,    0,   -1
  278,20171203,   34,    0,   61,   17
  278,20171204,   63,   43,   81,   17
  278,20171205,   72,   59,   82,    0
  278,20171206,   77,   66,   89,    0
  278,20171207,   57,   41,   72,   64
  278,20171208,   19,    1,   53,   52
  278,20171209,   14,    5,   38,   52
  278,20171210,    7,   -1,   28,   76
  278,20171211,   -3,  -41,   13,   63
  278,20171212,   16,    4,   36,   30
  278,20171213,   33,    7,   54,   94
  278,20171214,   29,    5,   43,   33
  278,20171215,   27,    3,   42,    0
  278,20171216,   22,   -4,   51,    1
  278,20171217,   18,  -26,   56,   54
  278,20171218,   26,   10,   41,    9
  278,20171219,   55,   33,   69,   13
  278,20171220,   70,   57,   83,    1
  278,20171221,   75,   62,   83,    4
