# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 278         6.259       52.435      3.60        Heino       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   TG,   TN,   TX,   RH
  278,20171222,   59,   35,   76,    0
  278,20171223,   84,   58,   90,   -1
  278,20171224,   83,   71,   97,   -1
  278,20171225,   74,   40,   90,    2
  278,20171226,   54,   41,   74,    5
  278,20171227,   49,   30,   61,   12
  278,20171228,   32,   17,   51,    1
  278,20171229,   22,   -1,   58,   38
  278,20171230,   79,   37,  116,   45
  278,20171231,  105,   84,  138,  159
  278,20180101,   66,   50,   88,   20
  278,20180102,   57,   35,   75,   14
  278,20180103,   77,   49,  101,  224
  278,20180104,   78,   67,  102,   37
  278,20180105,   62,   48,   80,   16
  278,20180106,   41,   10,   64,   -1
  278,20180107,    5,  -17,   27,    0
  278,20180108,    1,  -23,   30,    0
  278,20180109,   17,  -13,   57,    0
  278,20180110,   65,   52,   76,   15
  278,20180111,   37,   -8,   83,    0
  278,20180112,   37,   24,   45,    2
  278,20180113,   43,   26,   59,    0
  278,20180114,   16,   -3,   37,    0
  278,20180115,   47,    1,   73,   62
  278,20180116,   41,   21,   66,   52
  278,20180117,   27,    3,   52,   76
  278,20180118,   39,    4,   95,   42
  278,20180119,   27,    8,   59,   13
  278,20180120,   20,    7,   33,    8
  278,20180121,   24,   -5,   61,   -1
  278,20180122,   52,   20,   76,   11
  278,20180123,   78,   52,  106,    6
  278,20180124,  116,   73,  142,   33
  278,20180125,   76,   60,   89,    0
  278,20180126,   56,   42,   68,    0
  278,20180127,   55,   27,   68,    9
  278,20180128,   97,   63,  115,    4
  278,20180129,   86,   31,  108,   66
  278,20180130,   39,   10,   79,    0
  278,20180131,   55,    5,   95,   65
  278,20180201,   24,   11,   36,    2
  278,20180202,   39,   11,   70,   87
  278,20180203,   17,   -7,   45,   31
  278,20180204,   10,   -8,   28,    2
  278,20180205,    2,  -41,   30,    0
  278,20180206,  -27,  -51,   10,    0
  278,20180207,  -36,  -78,   14,    0
  278,20180208,  -23,  -83,   36,    0
  278,20180209,   -1,  -27,   26,    0
  278,20180210,   20,   -3,   47,   -1
  278,20180211,   32,    7,   71,   55
  278,20180212,   18,    1,   49,   24
  278,20180213,   13,  -17,   67,    0
  278,20180214,   13,  -32,   54,    0
  278,20180215,   26,    4,   64,   24
  278,20180216,   17,  -41,   79,    0
  278,20180217,   -4,  -46,   63,    0
  278,20180218,   13,  -44,   75,    0
  278,20180219,   11,  -44,   47,    0
  278,20180220,   -5,  -54,   50,    0
  278,20180221,   -9,  -57,   41,    0
  278,20180222,   -9,  -41,   38,    0
  278,20180223,   -8,  -39,   30,    0
  278,20180224,  -11,  -41,   31,    0
  278,20180225,  -28,  -59,    6,    0
  278,20180226,  -34,  -67,    2,    0
  278,20180227,  -47,  -84,    4,   -1
  278,20180228,  -73,  -87,  -50,    0
  278,20180301,  -53,  -84,  -16,    0
  278,20180302,  -49,  -85,   -2,    0
  278,20180303,  -34,  -76,    7,    0
  278,20180304,   30,  -56,   98,   19
  278,20180305,   61,   -2,  124,    0
  278,20180306,   55,  -18,  127,    0
  278,20180307,   39,  -30,  111,   48
  278,20180308,   50,   27,   79,   65
  278,20180309,   59,   23,  103,   16
  278,20180310,  112,   57,  160,   37
  278,20180311,   97,   41,  140,    0
  278,20180312,  104,   58,  161,   25
  278,20180313,   60,   41,   92,   61
  278,20180314,   45,   -4,   91,    1
  278,20180315,   60,    9,  109,    2
  278,20180316,   23,   -6,   48,   74
  278,20180317,  -16,  -32,   -2,   -1
  278,20180318,  -12,  -37,   19,    0
  278,20180319,   -8,  -46,   43,    0
  278,20180320,   31,  -36,   82,    3
  278,20180321,   29,  -26,   77,    0
  278,20180322,   57,   23,   88,   29
  278,20180323,   59,   43,   71,    0
  278,20180324,   65,    5,  122,    0
  278,20180325,   51,  -22,  110,    0
  278,20180326,   45,    8,   87,   15
  278,20180327,   57,    8,  102,    9
  278,20180328,   59,   29,   86,  119
  278,20180329,   53,    2,   96,    5
  278,20180330,   84,   39,  137,   37
  278,20180331,   80,   25,  123,   19
  278,20180401,   48,   11,   80,   35
  278,20180402,   70,   -8,  114,    9
  278,20180403,  133,   91,  176,    2
  278,20180404,  102,   57,  149,   26
  278,20180405,   56,   -7,   94,   25
  278,20180406,   79,  -26,  148,    0
  278,20180407,  127,   34,  209,    0
  278,20180408,  137,   47,  227,    0
  278,20180409,  126,   77,  182,    0
  278,20180410,  157,  107,  212,    0
  278,20180411,  123,   74,  181,    0
  278,20180412,  108,   70,  151,    0
  278,20180413,  112,   40,  172,    0
  278,20180414,   98,   61,  144,    0
  278,20180415,  127,   73,  182,   45
  278,20180416,  119,   33,  174,    0
  278,20180417,  128,   35,  206,    0
  278,20180418,  157,   46,  242,    0
  278,20180419,  190,   74,  284,    0
  278,20180420,  189,   99,  269,    0
  278,20180421,  141,   60,  209,    0
  278,20180422,  163,   61,  266,    1
  278,20180423,  128,   80,  176,    0
  278,20180424,  122,   91,  158,    8
  278,20180425,  111,   69,  141,    9
  278,20180426,   97,   55,  138,    6
  278,20180427,   98,   37,  153,    0
  278,20180428,  118,   60,  157,    5
  278,20180429,  100,   35,  141,   98
  278,20180430,  100,   57,  138,  128
  278,20180501,   77,   44,  121,   50
  278,20180502,  118,   37,  170,    0
  278,20180503,   97,   34,  146,    0
  278,20180504,  112,   18,  177,    0
  278,20180505,  135,   47,  212,    0
  278,20180506,  166,   65,  252,    0
  278,20180507,  175,   82,  251,    0
  278,20180508,  188,   80,  270,    0
  278,20180509,  195,   82,  281,    2
  278,20180510,  131,   81,  168,   44
  278,20180511,  125,   40,  186,    0
  278,20180512,  170,   78,  233,    0
  278,20180513,  151,  123,  206,   64
  278,20180514,  192,  127,  258,    0
  278,20180515,  185,  123,  239,    0
  278,20180516,  149,   94,  220,    3
  278,20180517,  109,   80,  148,    0
  278,20180518,  106,   78,  147,    0
  278,20180519,  102,   51,  139,    1
  278,20180520,  152,   38,  236,    0
  278,20180521,  180,   81,  246,    0
  278,20180522,  184,  104,  250,   47
  278,20180523,  190,  146,  248,    3
  278,20180524,  187,  134,  238,    0
  278,20180525,  198,  154,  249,    0
  278,20180526,  218,  141,  280,    0
  278,20180527,  208,  151,  276,    0
  278,20180528,  231,  142,  295,    0
  278,20180529,  226,  181,  315,  176
  278,20180530,  219,  171,  277,    0
  278,20180531,  205,  152,  281,  155
  278,20180601,  186,  141,  241,   33
  278,20180602,  171,  146,  205,   21
  278,20180603,  191,  152,  237,    0
  278,20180604,  170,  152,  200,    0
  278,20180605,  166,  120,  212,    0
  278,20180606,  191,   87,  268,    0
  278,20180607,  216,  116,  282,    0
  278,20180608,  183,  162,  218,   88
  278,20180609,  199,  153,  257,    0
  278,20180610,  178,  123,  227,    0
  278,20180611,  165,   83,  221,    0
  278,20180612,  145,  121,  167,    0
  278,20180613,  139,   84,  191,    0
  278,20180614,  157,  103,  211,   11
  278,20180615,  173,  117,  227,    0
  278,20180616,  175,  124,  235,    0
  278,20180617,  155,  121,  192,    4
  278,20180618,  165,  122,  189,    3
  278,20180619,  179,  148,  207,   -1
  278,20180620,  197,  134,  253,    0
  278,20180621,  142,   98,  175,   91
  278,20180622,  132,  100,  173,   10
  278,20180623,  146,   94,  184,    0
  278,20180624,  137,   82,  167,    2
  278,20180625,  158,  108,  203,    0
  278,20180626,  162,   82,  226,    0
  278,20180627,  172,   89,  246,    0
  278,20180628,  204,  125,  270,    0
  278,20180629,  189,  105,  272,    0
  278,20180630,  196,  116,  265,    0
  278,20180701,  191,  104,  253,    0
  278,20180702,  191,   96,  257,    0
  278,20180703,  187,   89,  266,    0
  278,20180704,  188,  104,  265,    0
  278,20180705,  178,  119,  233,    0
  278,20180706,  187,  105,  243,    0
  278,20180707,  169,   80,  241,    0
  278,20180708,  173,   80,  242,    0
  278,20180709,  160,   93,  217,   12
  278,20180710,  166,  128,  225,    8
  278,20180711,  173,   87,  236,    0
  278,20180712,  189,  115,  258,    0
  278,20180713,  179,   95,  243,    0
  278,20180714,  177,   86,  247,    0
  278,20180715,  193,   91,  275,    0
  278,20180716,  214,  127,  297,    0
  278,20180717,  202,  121,  287,    0
  278,20180718,  191,   89,  261,    0
  278,20180719,  202,  125,  277,    0
  278,20180720,  204,  105,  283,    0
  278,20180721,  219,  146,  294,    0
  278,20180722,  209,  143,  271,    0
  278,20180723,  218,  114,  302,    0
  278,20180724,  251,  155,  334,    0
  278,20180725,  249,  160,  327,    0
  278,20180726,  271,  173,  358,    0
  278,20180727,  277,  181,  355,    0
  278,20180728,  204,  125,  269,   90
  278,20180729,  216,  135,  278,    0
  278,20180730,  247,  185,  321,    0
  278,20180731,  212,  131,  293,    0
  278,20180801,  201,  111,  281,    0
  278,20180802,  226,  128,  308,    0
  278,20180803,  235,  142,  308,    0
  278,20180804,  220,  150,  288,    0
  278,20180805,  198,  131,  256,    0
  278,20180806,  221,  105,  322,    0
  278,20180807,  250,  130,  354,    0
  278,20180808,  205,  121,  260,    9
  278,20180809,  178,   97,  241,   73
  278,20180810,  170,  124,  215,   67
  278,20180811,  151,   98,  213,    3
  278,20180812,  187,   81,  266,    0
  278,20180813,  180,  159,  234,  193
  278,20180814,  186,  163,  222,   12
  278,20180815,  190,  157,  237,    0
  278,20180816,  182,  116,  232,    0
  278,20180817,  170,  106,  225,   84
  278,20180818,  173,   96,  219,    0
  278,20180819,  197,  170,  226,    0
  278,20180820,  190,  134,  221,    0
  278,20180821,  186,  126,  248,    0
  278,20180822,  192,  124,  269,    0
  278,20180823,  184,  118,  235,   47
  278,20180824,  150,  106,  198,   49
  278,20180825,  123,   85,  173,  158
  278,20180826,  142,   67,  198,   27
  278,20180827,  162,  126,  202,   18
  278,20180828,  167,  111,  218,    0
  278,20180829,  160,   95,  218,   50
  278,20180830,  147,   79,  189,    1
  278,20180831,  127,   63,  190,    1
  278,20180901,  131,   50,  206,    0
  278,20180902,  161,   72,  220,    0
  278,20180903,  190,  133,  242,    0
  278,20180904,  202,  155,  272,    0
  278,20180905,  190,  133,  255,    0
  278,20180906,  166,  132,  201,   27
  278,20180907,  139,  113,  175,   51
  278,20180908,  144,  106,  189,    0
  278,20180909,  176,  125,  228,    0
  278,20180910,  173,  152,  199,    0
  278,20180911,  186,  143,  224,    0
  278,20180912,  143,  105,  185,   25
  278,20180913,  120,   61,  186,    0
  278,20180914,  130,   37,  199,    0
  278,20180915,  144,   79,  199,    0
  278,20180916,  143,   79,  220,    0
  278,20180917,  163,   85,  243,    0
  278,20180918,  195,  124,  270,    0
  278,20180919,  193,  142,  242,    0
  278,20180920,  197,  162,  239,    0
  278,20180921,  150,   91,  203,   95
  278,20180922,  113,   95,  148,   41
  278,20180923,   96,   68,  111,  108
  278,20180924,   93,   45,  150,    7
  278,20180925,   94,   32,  164,    0
  278,20180926,  124,   51,  188,    0
  278,20180927,  138,   68,  221,    0
  278,20180928,  115,   29,  163,    0
  278,20180929,   76,   11,  157,    0
  278,20180930,   93,    0,  173,    0
  278,20181001,   87,   47,  135,   18
  278,20181002,  106,   59,  158,   23
  278,20181003,  118,   80,  154,    0
  278,20181004,  141,  113,  176,    0
  278,20181005,  126,   60,  209,    0
  278,20181006,  137,   46,  221,   10
  278,20181007,   96,   34,  149,    0
  278,20181008,   94,   26,  169,    0
  278,20181009,  109,   57,  186,    0
  278,20181010,  138,   45,  229,    0
  278,20181011,  165,   82,  224,    0
  278,20181012,  188,  140,  238,    0
  278,20181013,  205,  163,  263,    0
  278,20181014,  190,  119,  260,    0
  278,20181015,  174,  120,  238,    0
  278,20181016,  160,   98,  243,    0
  278,20181017,  146,   86,  201,    0
  278,20181018,  119,   35,  167,    0
  278,20181019,   73,   15,  145,    0
  278,20181020,   79,   -2,  152,    0
  278,20181021,  120,   70,  167,    0
  278,20181022,  100,   24,  150,    8
  278,20181023,  120,   63,  145,    0
  278,20181024,  133,  121,  152,   25
  278,20181025,  118,  105,  132,   20
  278,20181026,   94,   58,  120,   31
  278,20181027,   61,   17,  118,   13
  278,20181028,   31,  -13,   74,    0
  278,20181029,   44,   17,   61,    0
  278,20181030,   60,   42,   93,  176
  278,20181031,   81,   47,  113,    4
  278,20181101,   99,   66,  133,   39
  278,20181102,   74,    6,  117,    5
  278,20181103,   35,   -7,   99,    0
  278,20181104,   42,  -28,  120,    0
  278,20181105,   73,   21,  101,    0
  278,20181106,  107,   48,  183,    0
  278,20181107,  120,   83,  158,    1
  278,20181108,   84,   17,  135,    0
  278,20181109,   93,   44,  124,    0
  278,20181110,  122,  103,  135,   15
  278,20181111,  117,   88,  137,    3
  278,20181112,   99,   85,  114,   43
  278,20181113,   99,   76,  126,    0
  278,20181114,   77,   39,  125,    0
  278,20181115,   42,  -14,  110,    0
  278,20181116,   21,  -31,   86,    0
  278,20181117,   27,   -8,   79,    0
  278,20181118,   19,  -36,   58,    0
  278,20181119,   49,   31,   70,    5
  278,20181120,   31,   10,   39,   14
  278,20181121,   22,   -8,   47,    0
  278,20181122,   25,    9,   32,    0
  278,20181123,   23,  -18,   61,    0
  278,20181124,   22,   15,   28,    2
  278,20181125,   35,   22,   46,    2
  278,20181126,   37,    1,   51,    0
  278,20181127,   28,   -2,   43,    0
  278,20181128,   45,    4,   77,   11
  278,20181129,   90,   73,  103,   45
  278,20181130,   95,   64,  113,    0
  278,20181201,   73,   51,   90,   19
  278,20181202,  115,   86,  134,   53
  278,20181203,  112,   72,  130,   25
  278,20181204,   37,  -21,   83,   -1
  278,20181205,   45,    3,   78,    5
  278,20181206,  106,   74,  125,   18
  278,20181207,   98,   53,  118,  102
  278,20181208,   83,   54,  102,  123
  278,20181209,   76,   48,   96,   31
  278,20181210,   50,   29,   74,   45
  278,20181211,   32,  -19,   74,    9
  278,20181212,    9,  -23,   43,    0
  278,20181213,   10,  -15,   31,    0
  278,20181214,   10,   -4,   26,    0
  278,20181215,    0,  -16,   11,    0
  278,20181216,    5,  -15,   26,    3
  278,20181217,   51,   20,   74,   25
  278,20181218,   61,   52,   71,    0
  278,20181219,   73,   51,   97,    0
  278,20181220,   73,   50,   83,   14
  278,20181221,   91,   72,  122,  100
  278,20181222,   82,   69,   96,  126
  278,20181223,   67,   56,   77,   99
  278,20181224,   46,   13,   76,    0
  278,20181225,   52,   33,   76,    0
  278,20181226,   44,   29,   59,    0
  278,20181227,   25,  -16,   56,    0
  278,20181228,   35,  -10,   54,    0
  278,20181229,   76,   54,  102,    8
  278,20181230,   80,   65,   92,    7
  278,20181231,   89,   78,  100,   -1
  278,20190101,   71,   47,   89,   11
  278,20190102,   44,  -10,   74,    0
  278,20190103,   36,    5,   63,    2
  278,20190104,   49,   12,   62,    6
  278,20190105,   72,   62,   80,    5
  278,20190106,   58,   27,   69,   20
  278,20190107,   64,   17,   98,   45
  278,20190108,   67,   47,   83,   49
  278,20190109,   38,    9,   67,    5
  278,20190110,   18,  -12,   41,   10
  278,20190111,   64,   28,   81,    7
  278,20190112,   70,   58,   83,   32
  278,20190113,   84,   59,   96,  100
  278,20190114,   40,   10,   64,   14
  278,20190115,   60,    6,   80,    1
  278,20190116,   62,   46,   80,   26
  278,20190117,   30,   -2,   53,   12
  278,20190118,   -2,  -44,   47,    0
  278,20190119,  -21,  -70,   20,    0
  278,20190120,  -39,  -83,   30,    0
  278,20190121,  -28,  -89,   32,    0
  278,20190122,  -21,  -38,   -2,   31
  278,20190123,  -19,  -46,   -9,   -1
  278,20190124,  -45,  -54,  -37,    0
  278,20190125,  -18,  -61,   51,   18
  278,20190126,   68,   48,   76,   35
  278,20190127,   56,   35,   71,   63
  278,20190128,   33,   -2,   52,   26
  278,20190129,   10,  -13,   42,    0
  278,20190130,    2,  -15,   22,    6
  278,20190131,   -3,  -32,   21,   -1
  278,20190201,   11,  -18,   24,   -1
  278,20190202,    8,   -8,   18,   31
  278,20190203,   15,  -22,   69,    0
  278,20190204,   18,   -5,   41,    5
  278,20190205,   41,   30,   52,    1
  278,20190206,   49,   31,   69,  108
  278,20190207,   74,   48,  100,   87
  278,20190208,   79,   53,   98,   15
  278,20190209,   88,   75,  107,    2
  278,20190210,   65,   33,   98,  164
  278,20190211,   49,   15,   84,   18
  278,20190212,   52,   13,   94,   -1
  278,20190213,   57,   30,   70,    0
  278,20190214,   42,  -19,  122,    0
  278,20190215,   62,  -25,  146,    0
  278,20190216,   72,    5,  148,    0
  278,20190217,   79,   -7,  153,    0
  278,20190218,   76,   26,  156,    0
  278,20190219,   69,   42,   98,   -1
  278,20190220,   77,   42,  117,    0
  278,20190221,   84,   52,  118,    5
  278,20190222,   87,   46,  122,    1
  278,20190223,   50,   -7,  120,    0
  278,20190224,   45,  -26,  144,    0
  278,20190225,   57,  -27,  167,    0
  278,20190226,   66,  -19,  182,    0
  278,20190227,   84,  -22,  193,    0
  278,20190228,   79,    5,  139,    6
  278,20190301,   62,   46,   90,   12
  278,20190302,   79,   39,  128,   -1
  278,20190303,  108,   94,  124,   48
  278,20190304,   86,   61,  127,   22
  278,20190305,   68,   44,  107,    2
  278,20190306,   96,   59,  128,   13
  278,20190307,   94,   70,  117,  101
  278,20190308,   73,   52,   99,   48
  278,20190309,   78,   54,  107,   43
  278,20190310,   45,   19,   67,  191
  278,20190311,   45,   20,   70,   35
  278,20190312,   61,   20,   99,   18
  278,20190313,   67,   42,   93,   89
  278,20190314,   74,   60,   97,   90
  278,20190315,   86,   64,  124,   11
  278,20190316,   94,   58,  116,   44
  278,20190317,   66,   36,  112,   41
  278,20190318,   48,    1,   97,   17
  278,20190319,   52,  -27,  120,    0
  278,20190320,   88,   46,  116,    0
  278,20190321,   92,   46,  143,    0
  278,20190322,  109,   62,  187,    0
  278,20190323,   72,    4,  118,    0
  278,20190324,   48,  -23,  106,    0
  278,20190325,   66,   32,   96,   28
  278,20190326,   67,   12,   97,    1
  278,20190327,   78,    7,  132,    0
  278,20190328,   91,   67,  122,    0
  278,20190329,   90,   11,  172,    0
  278,20190330,  103,   25,  177,    0
  278,20190331,   72,    9,  116,    0
  278,20190401,   55,  -10,  128,    0
  278,20190402,   91,    3,  165,   33
  278,20190403,   74,   50,   94,    0
  278,20190404,   52,   19,   85,    5
  278,20190405,   70,   20,  100,    0
  278,20190406,   98,   66,  143,    0
  278,20190407,  130,   52,  205,    0
  278,20190408,  129,   46,  200,    0
  278,20190409,   82,   35,  136,    0
  278,20190410,   51,    3,  106,    0
  278,20190411,   54,    0,  104,    0
  278,20190412,   42,    1,   74,    0
  278,20190413,   21,  -18,   70,    7
  278,20190414,   56,   -8,  111,    0
  278,20190415,  100,   51,  160,    0
  278,20190416,  102,   31,  169,    0
  278,20190417,  119,   35,  187,    0
  278,20190418,  142,   80,  208,    0
  278,20190419,  154,   81,  235,    0
  278,20190420,  153,   65,  234,    0
  278,20190421,  134,   31,  228,    0
  278,20190422,  155,   50,  241,    0
  278,20190423,  145,   65,  209,    0
  278,20190424,  177,  107,  261,  142
  278,20190425,  133,   79,  194,   91
  278,20190426,  117,   75,  158,   15
  278,20190427,   96,   70,  146,   31
  278,20190428,   81,   23,  124,   23
  278,20190429,   89,   11,  148,    0
  278,20190430,   96,   56,  139,    0
  278,20190501,   97,   70,  142,    0
  278,20190502,  101,   65,  152,    4
  278,20190503,   75,   39,  119,   23
  278,20190504,   56,    9,  110,    5
  278,20190505,   66,   19,  120,    3
  278,20190506,   72,   35,  119,    5
  278,20190507,   81,   26,  128,    0
  278,20190508,   97,   38,  144,   43
  278,20190509,  117,   72,  176,  163
  278,20190510,  100,   55,  140,   10
  278,20190511,   90,   40,  147,    0
  278,20190512,   86,   13,  148,    1
  278,20190513,   89,    1,  156,    0
  278,20190514,  102,   14,  163,    0
  278,20190515,  114,   30,  173,    0
  278,20190516,  112,   57,  168,    1
  278,20190517,  117,  100,  137,   -1
  278,20190518,  163,   79,  228,    0
  278,20190519,  160,   99,  243,  112
  278,20190520,  147,  124,  191,    0
  278,20190521,  129,  116,  144,    0
  278,20190522,  126,   57,  181,    0
  278,20190523,  142,   48,  223,    0
  278,20190524,  145,   69,  217,    0
  278,20190525,  127,   75,  176,    0
  278,20190526,  161,   80,  209,   52
  278,20190527,  136,   78,  176,    1
  278,20190528,  107,   40,  161,   98
  278,20190529,  126,   16,  187,    0
  278,20190530,  166,  134,  202,    1
  278,20190531,  176,  109,  224,    1
  278,20190601,  186,  108,  253,    0
  278,20190602,  227,  125,  304,    0
  278,20190603,  175,  119,  215,    0
  278,20190604,  193,  114,  245,   88
  278,20190605,  186,  144,  226,   62
  278,20190606,  143,   89,  190,   64
  278,20190607,  159,   80,  230,   15
  278,20190608,  144,  122,  176,   24
  278,20190609,  156,   99,  206,    0
  278,20190610,  179,  130,  233,   19
  278,20190611,  156,  111,  202,    4
  278,20190612,  148,  100,  192,   28
  278,20190613,  148,  103,  202,   67
  278,20190614,  180,  106,  246,    3
  278,20190615,  167,   97,  202,   93
  278,20190616,  167,   99,  214,   19
  278,20190617,  194,   97,  264,    0
  278,20190618,  209,  123,  274,    0
  278,20190619,  196,  141,  259,   96
  278,20190620,  171,  106,  216,    3
  278,20190621,  155,   91,  205,    0
  278,20190622,  166,   78,  227,    0
  278,20190623,  219,  136,  292,    0
  278,20190624,  248,  181,  313,    0
  278,20190625,  270,  178,  347,    0
  278,20190626,  203,  151,  243,    0
  278,20190627,  163,  128,  203,    0
  278,20190628,  178,  132,  240,    0
  278,20190629,  223,  103,  323,    0
  278,20190630,  209,  119,  264,    0
  278,20190701,  178,  118,  227,    0
  278,20190702,  164,   92,  211,   11
  278,20190703,  143,   70,  195,    0
  278,20190704,  157,   52,  221,    0
  278,20190705,  177,  110,  225,    0
  278,20190706,  156,  101,  215,   23
  278,20190707,  138,   90,  178,    0
  278,20190708,  135,  109,  177,   10
  278,20190709,  144,   71,  201,    0
  278,20190710,  137,   65,  195,    6
  278,20190711,  172,  128,  217,    9
  278,20190712,  162,  112,  214,   30
  278,20190713,  166,  140,  206,    0
  278,20190714,  152,  133,  184,    1
  278,20190715,  150,  129,  189,    0
  278,20190716,  149,  117,  172,    0
  278,20190717,  166,   89,  242,    0
  278,20190718,  195,  117,  249,    0
  278,20190719,  197,  137,  249,   -1
  278,20190720,  193,  163,  234,  190
  278,20190721,  189,  130,  240,    0
  278,20190722,  198,  120,  269,    0
  278,20190723,  235,  128,  316,    0
  278,20190724,  270,  168,  364,    0
  278,20190725,  280,  168,  393,    0
  278,20190726,  277,  198,  347,    0
  278,20190727,  246,  171,  318,    0
  278,20190728,  219,  171,  296,  117
  278,20190729,  209,  170,  257,    0
  278,20190730,  216,  127,  297,    0
  278,20190731,  175,  136,  222,   73
  278,20190801,  174,  127,  225,    3
  278,20190802,  180,  146,  212,   36
  278,20190803,  170,  121,  211,    0
  278,20190804,  183,  104,  254,    0
  278,20190805,  197,  159,  246,    0
  278,20190806,  188,  139,  236,    0
  278,20190807,  185,  137,  228,   41
  278,20190808,  178,  111,  235,    0
  278,20190809,  185,  108,  221,   53
  278,20190810,  203,  170,  234,   -1
  278,20190811,  185,  149,  228,    0
  278,20190812,  163,  136,  224,   40
  278,20190813,  142,  101,  187,   75
  278,20190814,  157,   70,  220,   39
  278,20190815,  166,  133,  208,  126
  278,20190816,  173,  108,  215,    3
  278,20190817,  174,  150,  198,   92
  278,20190818,  166,  141,  194,    3
  278,20190819,  162,  126,  211,    0
  278,20190820,  150,   91,  211,    1
  278,20190821,  151,   73,  227,    0
  278,20190822,  163,   77,  253,    0
  278,20190823,  173,   81,  263,    0
  278,20190824,  199,  105,  295,    0
  278,20190825,  210,  102,  311,    0
  278,20190826,  236,  143,  312,    0
  278,20190827,  240,  152,  343,    0
  278,20190828,  229,  160,  299,    5
  278,20190829,  189,  118,  241,   32
  278,20190830,  168,   95,  241,    0
  278,20190831,  194,   92,  289,  102
  278,20190901,  160,   97,  198,    1
  278,20190902,  146,   94,  203,   -1
  278,20190903,  162,  128,  189,    0
  278,20190904,  153,  121,  186,   51
  278,20190905,  129,   80,  166,   27
  278,20190906,  138,   83,  181,   12
  278,20190907,  137,  105,  185,   72
  278,20190908,  131,   72,  183,    0
  278,20190909,  110,   43,  184,    0
  278,20190910,  113,   39,  188,    0
  278,20190911,  140,   76,  163,   81
  278,20190912,  185,  151,  226,    0
  278,20190913,  160,   74,  204,   21
  278,20190914,  119,   50,  200,    0
  278,20190915,  148,   64,  215,    6
  278,20190916,  125,   76,  159,   86
  278,20190917,  116,   69,  163,    2
  278,20190918,   97,   37,  167,    1
  278,20190919,  101,   34,  170,    0
  278,20190920,  105,   30,  182,    0
  278,20190921,  137,   51,  223,    0
  278,20190922,  173,   66,  259,    0
  278,20190923,  163,  130,  206,   32
  278,20190924,  151,  128,  197,   57
  278,20190925,  153,  134,  184,   10
  278,20190926,  156,  127,  177,  111
  278,20190927,  153,  132,  185,    3
  278,20190928,  154,  134,  178,    8
  278,20190929,  145,  127,  162,  148
  278,20190930,  143,  122,  180,   15
  278,20191001,  141,   99,  182,  388
  278,20191002,  101,   59,  137,   17
  278,20191003,  109,   76,  157,    3
  278,20191004,   94,   71,  104,   42
  278,20191005,   88,   37,  137,    0
  278,20191006,   93,   78,  110,    3
  278,20191007,   94,   37,  133,    5
  278,20191008,  129,  108,  151,   67
  278,20191009,  112,   89,  136,   95
  278,20191010,  118,   85,  153,    5
  278,20191011,  145,  127,  167,   23
  278,20191012,  121,  111,  167,   53
  278,20191013,  164,  114,  222,   54
  278,20191014,  148,  121,  174,   19
  278,20191015,  152,  130,  180,   46
  278,20191016,  132,  112,  151,   74
  278,20191017,  135,  113,  165,   12
  278,20191018,  123,   99,  155,   51
  278,20191019,  113,   94,  144,   32
  278,20191020,  107,   78,  124,    1
  278,20191021,  126,  107,  166,   17
  278,20191022,  123,   67,  162,    0
  278,20191023,  110,   53,  155,    0
  278,20191024,  144,  104,  189,   -1
  278,20191025,  138,  116,  158,    1
  278,20191026,  166,  129,  196,   16
  278,20191027,   90,   46,  129,   13
  278,20191028,   63,   24,  119,    1
  278,20191029,   50,    2,  116,    0
  278,20191030,   33,   -7,   96,    0
  278,20191031,   21,  -25,   86,    0
  278,20191101,   60,  -23,  120,   26
  278,20191102,  129,  108,  142,   98
  278,20191103,  111,   90,  131,  114
  278,20191104,  103,   86,  132,   24
  278,20191105,   92,   78,  112,   53
  278,20191106,   67,   12,  100,    3
  278,20191107,   72,   50,  102,   41
  278,20191108,   45,   -6,  105,    0
