competition_id,season,CompetitionRound,MatchDay,HomeTeamGoals,AwayTeamGoals,aggregate,HomeTeamPosition,AwayTeamPosition,HomeTeam,AwayTeam
FR1,2022,2,13-8-2022,5,2,05:02:00,1,9,Fc Paris Saint Germain,Montpellier Hsc
FR1,2022,4,28-8-2022,1,1,01:01:00,1,12,Fc Paris Saint Germain,As Monaco
FR1,2022,2,13-8-2022,1,1,01:01:00,6,17,As Monaco,Fc Stade Rennes
FR1,2022,3,21-8-2022,1,7,01:07:00,12,1,Losc Lille,Fc Paris Saint Germain
FR1,2022,1,7-8-2022,0,1,00:01:00,17,8,Fc Stade Rennes,Fc Lorient
FR1,2022,1,7-8-2022,3,2,03:02:00,4,14,Rc Lens,Stade Brest 29
FR1,2022,1,7-8-2022,3,2,03:02:00,5,13,Montpellier Hsc,Es Troyes Ac
FR1,2022,1,7-8-2022,4,1,04:01:00,2,18,Losc Lille,Aj Auxerre
FR1,2022,2,14-8-2022,0,0,00:00:00,16,7,Ac Ajaccio,Rc Lens
FR1,2022,2,14-8-2022,2,4,02:04:00,20,10,Stade Reims,Clermont Foot 63
FR1,2022,1,7-8-2022,1,1,01:01:00,9,10,Fc Toulouse,Ogc Nizza
FR1,2022,4,26-8-2022,1,3,01:03:00,20,6,Ac Ajaccio,Losc Lille
FR1,2022,1,5-8-2022,2,1,02:01:00,7,16,Olympique Lyon,Ac Ajaccio
FR1,2022,2,12-8-2022,1,1,01:01:00,13,3,Fc Nantes,Losc Lille
FR1,2022,8,18-9-2022,0,1,00:01:00,19,20,Stade Brest 29,Ac Ajaccio
FR1,2022,1,7-8-2022,4,1,04:01:00,3,19,Olympique Marseille,Stade Reims
FR1,2022,1,6-8-2022,1,2,01:02:00,15,6,Rc Strassburg Alsace,As Monaco
FR1,2022,1,6-8-2022,0,5,00:05:00,20,1,Clermont Foot 63,Fc Paris Saint Germain
FR1,2022,1,7-8-2022,0,0,00:00:00,11,12,Sco Angers,Fc Nantes
IT1,2022,20,29-1-2023,2,1,02:01:00,1,6,Ssc Neapel,As Rom
FR1,2022,2,14-8-2022,0,3,00:03:00,19,5,Es Troyes Ac,Fc Toulouse
IT1,2022,20,29-1-2023,1,1,01:01:00,3,12,Lazio Rom,Ac Florenz
IT1,2022,20,29-1-2023,0,2,00:02:00,13,11,Juventus Turin,Ac Monza
IT1,2022,20,29-1-2023,2,5,02:05:00,5,16,Ac Mailand,Us Sassuolo
IT1,2022,20,28-1-2023,2,0,02:00:00,4,19,Atalanta Bergamo,Sampdoria Genua
IT1,2022,20,28-1-2023,1,2,01:02:00,20,2,Us Cremonese,Inter Mailand
IT1,2022,20,27-1-2023,1,2,01:02:00,15,14,Us Lecce,Us Salernitana 1919
IT1,2022,20,28-1-2023,2,2,02:02:00,10,8,Fc Empoli,Fc Turin
IT1,2022,20,27-1-2023,2,0,02:00:00,9,17,Fc Bologna,Spezia Calcio
IT1,2022,19,24-1-2023,4,0,04:00:00,3,2,Lazio Rom,Ac Mailand
IT1,2022,19,23-1-2023,0,1,00:01:00,4,9,Inter Mailand,Fc Empoli
IT1,2022,19,22-1-2023,3,3,03:03:00,10,6,Juventus Turin,Atalanta Bergamo
IT1,2022,19,22-1-2023,0,2,00:02:00,15,5,Spezia Calcio,As Rom
IT1,2022,19,22-1-2023,0,1,00:01:00,19,7,Sampdoria Genua,Udinese Calcio
IT1,2022,19,21-1-2023,2,0,02:00:00,18,14,Hellas Verona,Us Lecce
IT1,2022,18,16-1-2023,1,0,01:00:00,12,19,Fc Empoli,Sampdoria Genua
IT1,2022,18,15-1-2023,8,2,08:02:00,5,16,Atalanta Bergamo,Us Salernitana 1919
IT1,2022,18,15-1-2023,0,1,00:01:00,8,15,Fc Turin,Spezia Calcio
IT1,2022,18,15-1-2023,0,2,00:02:00,17,4,Us Sassuolo,Lazio Rom
IT1,2022,18,14-1-2023,1,0,01:00:00,3,18,Inter Mailand,Hellas Verona
IT1,2022,18,14-1-2023,2,2,02:02:00,14,2,Us Lecce,Ac Mailand
IT1,2022,19,23-1-2023,1,1,01:01:00,12,20,Fc Bologna,Us Cremonese
IT1,2022,17,9-1-2023,1,2,01:02:00,12,5,Fc Bologna,Atalanta Bergamo
IT1,2022,19,22-1-2023,1,1,01:01:00,13,17,Ac Monza,Us Sassuolo
IT1,2022,17,9-1-2023,2,0,02:00:00,18,20,Hellas Verona,Us Cremonese
IT1,2022,17,8-1-2023,2,2,02:02:00,2,6,Ac Mailand,As Rom
IT1,2022,17,8-1-2023,0,2,00:02:00,19,1,Sampdoria Genua,Ssc Neapel
IT1,2022,18,14-1-2023,2,3,02:03:00,20,13,Us Cremonese,Ac Monza
IT1,2022,17,8-1-2023,0,0,00:00:00,17,11,Spezia Calcio,Us Lecce
IT1,2022,19,21-1-2023,0,1,00:01:00,11,8,Ac Florenz,Fc Turin
IT1,2022,17,7-1-2023,1,0,01:00:00,10,7,Juventus Turin,Udinese Calcio
IT1,2022,17,7-1-2023,2,1,02:01:00,8,16,Ac Florenz,Us Sassuolo
IT1,2022,18,13-1-2023,5,1,05:01:00,1,10,Ssc Neapel,Juventus Turin
IT1,2022,16,4-1-2023,1,1,01:01:00,7,13,Udinese Calcio,Fc Empoli
IT1,2022,16,4-1-2023,1,1,01:01:00,9,15,Ac Florenz,Ac Monza
IT1,2022,16,4-1-2023,1,0,01:00:00,3,1,Inter Mailand,Ssc Neapel
IT1,2022,17,8-1-2023,1,1,01:01:00,14,9,Us Salernitana 1919,Fc Turin
IT1,2022,18,15-1-2023,1,2,01:02:00,7,11,Udinese Calcio,Fc Bologna
IT1,2022,16,4-1-2023,2,1,02:01:00,12,4,Us Lecce,Lazio Rom
IT1,2022,16,4-1-2023,2,2,02:02:00,17,6,Spezia Calcio,Atalanta Bergamo
IT1,2022,16,4-1-2023,1,2,01:02:00,16,18,Us Sassuolo,Sampdoria Genua
IT1,2022,16,4-1-2023,1,2,01:02:00,14,2,Us Salernitana 1919,Ac Mailand
IT1,2022,16,4-1-2023,0,1,00:01:00,19,10,Us Cremonese,Juventus Turin
IT1,2022,15,13-11-2022,2,1,02:01:00,2,9,Ac Mailand,Ac Florenz
IT1,2022,17,7-1-2023,2,2,02:02:00,15,3,Ac Monza,Inter Mailand
IT1,2022,19,21-1-2023,0,2,00:02:00,16,1,Us Salernitana 1919,Ssc Neapel
IT1,2022,15,13-11-2022,3,0,03:00:00,14,11,Ac Monza,Us Salernitana 1919
IT1,2022,15,13-11-2022,2,3,02:03:00,5,4,Atalanta Bergamo,Inter Mailand
IT1,2022,15,12-11-2022,3,0,03:00:00,10,15,Fc Bologna,Us Sassuolo
IT1,2022,15,12-11-2022,0,2,00:02:00,19,16,Sampdoria Genua,Us Lecce
IT1,2022,17,8-1-2023,2,2,02:02:00,4,13,Lazio Rom,Fc Empoli
IT1,2022,15,12-11-2022,3,2,03:02:00,1,7,Ssc Neapel,Udinese Calcio
IT1,2022,15,11-11-2022,2,0,02:00:00,12,18,Fc Empoli,Us Cremonese
IT1,2022,14,10-11-2022,0,1,00:01:00,20,14,Hellas Verona,Juventus Turin
IT1,2022,14,9-11-2022,2,0,02:00:00,8,19,Fc Turin,Sampdoria Genua
IT1,2022,14,9-11-2022,6,1,06:01:00,4,12,Inter Mailand,Fc Bologna
IT1,2022,14,9-11-2022,2,1,02:01:00,9,10,Ac Florenz,Us Salernitana 1919
IT1,2022,14,9-11-2022,1,1,01:01:00,11,6,Us Sassuolo,As Rom
IT1,2022,14,9-11-2022,2,1,02:01:00,16,5,Us Lecce,Atalanta Bergamo
IT1,2022,14,8-11-2022,0,0,00:00:00,18,3,Us Cremonese,Ac Mailand
IT1,2022,14,8-11-2022,1,1,01:01:00,17,7,Spezia Calcio,Udinese Calcio
IT1,2022,14,8-11-2022,2,0,02:00:00,1,13,Ssc Neapel,Fc Empoli
IT1,2022,13,6-11-2022,2,0,02:00:00,15,6,Juventus Turin,Inter Mailand
IT1,2022,13,6-11-2022,0,1,00:01:00,5,3,As Rom,Lazio Rom
IT1,2022,13,6-11-2022,2,0,02:00:00,14,20,Ac Monza,Hellas Verona
IT1,2022,13,6-11-2022,0,2,00:02:00,19,10,Sampdoria Genua,Ac Florenz
IT1,2022,13,6-11-2022,2,1,02:01:00,11,9,Fc Bologna,Fc Turin
IT1,2022,15,13-11-2022,1,1,01:01:00,6,8,As Rom,Fc Turin
IT1,2022,16,4-1-2023,1,1,01:01:00,8,20,Fc Turin,Hellas Verona
IT1,2022,15,13-11-2022,1,2,01:02:00,20,17,Hellas Verona,Spezia Calcio
IT1,2022,13,5-11-2022,2,2,02:02:00,8,18,Us Salernitana 1919,Us Cremonese
IT1,2022,13,4-11-2022,1,1,01:01:00,7,16,Udinese Calcio,Us Lecce
IT1,2022,12,31-10-2022,1,2,01:02:00,14,11,Ac Monza,Fc Bologna
IT1,2022,12,31-10-2022,1,3,01:03:00,19,4,Hellas Verona,As Rom
IT1,2022,12,30-10-2022,2,1,02:01:00,8,3,Fc Turin,Ac Mailand
IT1,2022,12,30-10-2022,1,3,01:03:00,5,9,Lazio Rom,Us Salernitana 1919
IT1,2022,15,13-11-2022,3,0,03:00:00,13,3,Juventus Turin,Lazio Rom
IT1,2022,12,30-10-2022,0,0,00:00:00,20,7,Us Cremonese,Udinese Calcio
IT1,2022,12,30-10-2022,0,2,00:02:00,13,2,Fc Empoli,Atalanta Bergamo
IT1,2022,12,29-10-2022,3,0,03:00:00,6,18,Inter Mailand,Sampdoria Genua
IT1,2022,12,29-10-2022,0,1,00:01:00,16,17,Us Lecce,Juventus Turin
IT1,2022,12,29-10-2022,4,0,04:00:00,1,10,Ssc Neapel,Us Sassuolo
IT1,2022,11,24-10-2022,2,1,02:01:00,8,18,Us Sassuolo,Hellas Verona
IT1,2022,11,24-10-2022,0,1,00:01:00,20,17,Us Cremonese,Sampdoria Genua
IT1,2022,11,23-10-2022,0,1,00:01:00,5,1,As Rom,Ssc Neapel
IT1,2022,11,23-10-2022,0,2,00:02:00,4,3,Atalanta Bergamo,Lazio Rom
IT1,2022,11,23-10-2022,2,0,02:00:00,12,16,Fc Bologna,Us Lecce
IT1,2022,12,30-10-2022,1,2,01:02:00,15,12,Spezia Calcio,Ac Florenz
IT1,2022,11,23-10-2022,1,2,01:02:00,6,9,Udinese Calcio,Fc Turin
IT1,2022,11,22-10-2022,3,4,03:04:00,13,7,Ac Florenz,Inter Mailand
IT1,2022,11,22-10-2022,4,1,04:01:00,2,14,Ac Mailand,Ac Monza
IT1,2022,11,21-10-2022,4,0,04:00:00,19,11,Juventus Turin,Fc Empoli
IT1,2022,14,10-11-2022,1,0,01:00:00,2,15,Lazio Rom,Ac Monza
IT1,2022,13,5-11-2022,1,2,01:02:00,4,1,Atalanta Bergamo,Ssc Neapel
IT1,2022,10,16-10-2022,1,2,01:02:00,17,3,Hellas Verona,Ac Mailand
IT1,2022,13,5-11-2022,1,0,01:00:00,13,12,Fc Empoli,Us Sassuolo
IT1,2022,10,17-10-2022,1,1,01:01:00,15,12,Us Lecce,Ac Florenz
IT1,2022,10,17-10-2022,0,1,00:01:00,19,4,Sampdoria Genua,As Rom
IT1,2022,10,16-10-2022,0,0,00:00:00,5,6,Lazio Rom,Udinese Calcio
IT1,2022,16,4-1-2023,1,0,01:00:00,5,11,As Rom,Fc Bologna
IT1,2022,13,5-11-2022,2,1,02:01:00,2,17,Ac Mailand,Spezia Calcio
IT1,2022,10,15-10-2022,1,0,01:00:00,9,13,Fc Empoli,Ac Monza
IT1,2022,10,16-10-2022,3,2,03:02:00,1,16,Ssc Neapel,Fc Bologna
IT1,2022,9,9-10-2022,2,1,02:01:00,6,15,As Rom,Us Lecce
IT1,2022,9,10-10-2022,0,4,00:04:00,12,3,Ac Florenz,Lazio Rom
IT1,2022,9,9-10-2022,1,4,01:04:00,18,1,Us Cremonese,Ssc Neapel
IT1,2022,9,9-10-2022,2,2,02:02:00,4,2,Udinese Calcio,Atalanta Bergamo
IT1,2022,10,15-10-2022,0,1,00:01:00,10,20,Fc Turin,Juventus Turin
IT1,2022,9,9-10-2022,1,1,01:01:00,9,13,Fc Turin,Fc Empoli
IT1,2022,10,16-10-2022,2,0,02:00:00,7,11,Inter Mailand,Us Salernitana 1919
IT1,2022,10,15-10-2022,2,1,02:01:00,2,8,Atalanta Bergamo,Us Sassuolo
IT1,2022,9,8-10-2022,1,2,01:02:00,8,7,Us Sassuolo,Inter Mailand
IT1,2022,8,3-10-2022,1,2,01:02:00,17,3,Hellas Verona,Udinese Calcio
IT1,2022,8,2-10-2022,3,0,03:00:00,20,16,Juventus Turin,Fc Bologna
IT1,2022,8,2-10-2022,1,0,01:00:00,2,10,Atalanta Bergamo,Ac Florenz
IT1,2022,8,2-10-2022,5,0,05:00:00,7,13,Us Sassuolo,Us Salernitana 1919
IT1,2022,18,15-1-2023,2,0,02:00:00,6,9,As Rom,Ac Florenz
IT1,2022,11,22-10-2022,1,0,01:00:00,10,15,Us Salernitana 1919,Spezia Calcio
IT1,2022,9,8-10-2022,1,1,01:01:00,16,19,Fc Bologna,Sampdoria Genua
IT1,2022,9,9-10-2022,2,1,02:01:00,10,17,Us Salernitana 1919,Hellas Verona
IT1,2022,10,16-10-2022,2,2,02:02:00,14,18,Spezia Calcio,Us Cremonese
IT1,2022,8,1-10-2022,1,2,01:02:00,8,6,Inter Mailand,As Rom
IT1,2022,7,18-9-2022,1,2,01:02:00,5,1,Ac Mailand,Ssc Neapel
IT1,2022,7,18-9-2022,0,1,00:01:00,6,2,As Rom,Atalanta Bergamo
IT1,2022,8,1-10-2022,3,1,03:01:00,1,9,Ssc Neapel,Fc Turin
IT1,2022,7,18-9-2022,2,0,02:00:00,9,16,Ac Florenz,Hellas Verona
IT1,2022,8,1-10-2022,1,3,01:03:00,14,5,Fc Empoli,Ac Mailand
IT1,2022,8,2-10-2022,0,3,00:03:00,19,15,Sampdoria Genua,Ac Monza
IT1,2022,7,18-9-2022,0,4,00:04:00,18,4,Us Cremonese,Lazio Rom
IT1,2022,7,17-9-2022,0,1,00:01:00,8,10,Fc Turin,Us Sassuolo
IT1,2022,9,8-10-2022,2,0,02:00:00,5,20,Ac Mailand,Juventus Turin
IT1,2022,7,16-9-2022,1,2,01:02:00,12,14,Us Salernitana 1919,Us Lecce
IT1,2022,7,18-9-2022,3,1,03:01:00,3,7,Udinese Calcio,Inter Mailand
IT1,2022,6,12-9-2022,1,2,01:02:00,15,5,Fc Empoli,As Rom
IT1,2022,6,11-9-2022,2,2,02:02:00,20,9,Juventus Turin,Us Salernitana 1919
IT1,2022,6,11-9-2022,1,3,01:03:00,12,4,Us Sassuolo,Udinese Calcio
IT1,2022,6,11-9-2022,1,1,01:01:00,16,19,Us Lecce,Ac Monza
IT1,2022,6,11-9-2022,2,1,02:01:00,11,10,Fc Bologna,Ac Florenz
IT1,2022,6,11-9-2022,1,1,01:01:00,2,17,Atalanta Bergamo,Us Cremonese
IT1,2022,6,10-9-2022,1,2,01:02:00,18,3,Sampdoria Genua,Ac Mailand
IT1,2022,6,10-9-2022,1,0,01:00:00,6,8,Inter Mailand,Fc Turin
IT1,2022,6,10-9-2022,1,0,01:00:00,1,14,Ssc Neapel,Spezia Calcio
IT1,2022,5,5-9-2022,1,0,01:00:00,6,16,Fc Turin,Us Lecce
IT1,2022,9,9-10-2022,2,0,02:00:00,11,14,Ac Monza,Spezia Calcio
IT1,2022,5,5-9-2022,0,2,00:02:00,19,1,Ac Monza,Atalanta Bergamo
IT1,2022,8,2-10-2022,1,1,01:01:00,12,18,Us Lecce,Us Cremonese
IT1,2022,5,4-9-2022,2,1,02:01:00,12,17,Hellas Verona,Sampdoria Genua
IT1,2022,7,18-9-2022,1,0,01:00:00,17,20,Ac Monza,Juventus Turin
IT1,2022,5,4-9-2022,0,0,00:00:00,18,11,Us Cremonese,Us Sassuolo
IT1,2022,5,4-9-2022,4,0,04:00:00,4,5,Udinese Calcio,As Rom
IT1,2022,5,3-9-2022,1,2,01:02:00,8,2,Lazio Rom,Ssc Neapel
IT1,2022,5,3-9-2022,1,1,01:01:00,10,20,Ac Florenz,Juventus Turin
IT1,2022,4,1-9-2022,1,1,01:01:00,15,9,Fc Bologna,Us Salernitana 1919
IT1,2022,4,1-9-2022,3,1,03:01:00,1,8,Atalanta Bergamo,Fc Turin
IT1,2022,5,4-9-2022,2,2,02:02:00,13,15,Spezia Calcio,Fc Bologna
IT1,2022,4,31-8-2022,1,1,01:01:00,4,14,Ssc Neapel,Us Lecce
IT1,2022,4,31-8-2022,2,0,02:00:00,20,12,Juventus Turin,Spezia Calcio
IT1,2022,4,31-8-2022,1,1,01:01:00,17,6,Sampdoria Genua,Lazio Rom
IT1,2022,4,31-8-2022,1,0,01:00:00,7,10,Udinese Calcio,Ac Florenz
IT1,2022,7,17-9-2022,2,1,02:01:00,11,19,Spezia Calcio,Sampdoria Genua
IT1,2022,7,17-9-2022,0,1,00:01:00,15,13,Fc Bologna,Fc Empoli
IT1,2022,5,5-9-2022,2,2,02:02:00,9,14,Us Salernitana 1919,Fc Empoli
IT1,2022,4,30-8-2022,0,0,00:00:00,11,5,Us Sassuolo,Ac Mailand
IT1,2022,3,28-8-2022,0,0,00:00:00,8,1,Ac Florenz,Ssc Neapel
IT1,2022,6,11-9-2022,2,0,02:00:00,7,13,Lazio Rom,Hellas Verona
IT1,2022,3,28-8-2022,0,1,00:01:00,16,4,Hellas Verona,Atalanta Bergamo
IT1,2022,3,28-8-2022,4,0,04:00:00,9,17,Us Salernitana 1919,Sampdoria Genua
IT1,2022,8,2-10-2022,4,0,04:00:00,4,11,Lazio Rom,Spezia Calcio
IT1,2022,5,3-9-2022,3,2,03:02:00,3,7,Ac Mailand,Inter Mailand
IT1,2022,4,31-8-2022,1,1,01:01:00,13,16,Fc Empoli,Hellas Verona
IT1,2022,3,27-8-2022,1,1,01:01:00,20,6,Juventus Turin,As Rom
IT1,2022,3,26-8-2022,1,2,01:02:00,19,10,Ac Monza,Udinese Calcio
IT1,2022,2,22-8-2022,0,0,00:00:00,15,20,Sampdoria Genua,Juventus Turin
IT1,2022,2,22-8-2022,1,0,01:00:00,3,17,As Rom,Us Cremonese
IT1,2022,2,21-8-2022,1,1,01:01:00,11,16,Fc Bologna,Hellas Verona
IT1,2022,2,21-8-2022,1,1,01:01:00,5,4,Atalanta Bergamo,Ac Mailand
IT1,2022,2,21-8-2022,4,0,04:00:00,1,19,Ssc Neapel,Ac Monza
IT1,2022,2,21-8-2022,0,0,00:00:00,13,6,Fc Empoli,Ac Florenz
IT1,2022,2,20-8-2022,1,0,01:00:00,10,18,Us Sassuolo,Us Lecce
IT1,2022,2,20-8-2022,3,0,03:00:00,2,9,Inter Mailand,Spezia Calcio
IT1,2022,2,20-8-2022,0,0,00:00:00,14,12,Udinese Calcio,Us Salernitana 1919
IT1,2022,2,20-8-2022,0,0,00:00:00,8,7,Fc Turin,Lazio Rom
IT1,2022,1,15-8-2022,3,0,03:00:00,20,19,Juventus Turin,Us Sassuolo
IT1,2022,3,28-8-2022,1,1,01:01:00,14,13,Us Lecce,Fc Empoli
IT1,2022,1,14-8-2022,1,0,01:00:00,8,14,Spezia Calcio,Fc Empoli
IT1,2022,1,15-8-2022,2,5,02:05:00,18,1,Hellas Verona,Ssc Neapel
IT1,2022,3,27-8-2022,2,2,02:02:00,11,12,Spezia Calcio,Us Sassuolo
IT1,2022,4,30-8-2022,3,1,03:01:00,3,18,Inter Mailand,Us Cremonese
IT1,2022,1,14-8-2022,2,1,02:01:00,6,11,Lazio Rom,Fc Bologna
IT1,2022,1,13-8-2022,1,2,01:02:00,13,5,Us Lecce,Inter Mailand
IT1,2022,1,14-8-2022,3,2,03:02:00,4,10,Ac Florenz,Us Cremonese
IT1,2022,3,26-8-2022,3,1,03:01:00,3,7,Lazio Rom,Inter Mailand
IT1,2022,3,27-8-2022,2,0,02:00:00,2,15,Ac Mailand,Fc Bologna
IT1,2022,1,13-8-2022,4,2,04:02:00,2,16,Ac Mailand,Udinese Calcio
IT1,2022,1,13-8-2022,0,2,00:02:00,17,3,Sampdoria Genua,Atalanta Bergamo
IT1,2022,1,13-8-2022,1,2,01:02:00,12,7,Ac Monza,Fc Turin
IT1,2022,4,30-8-2022,3,0,03:00:00,2,19,As Rom,Ac Monza
IT1,2022,3,27-8-2022,1,2,01:02:00,18,5,Us Cremonese,Fc Turin
IT1,2022,1,14-8-2022,0,1,00:01:00,15,9,Us Salernitana 1919,As Rom
